file_name,original_size,lzma,bz2,zlib,wavelets 
..\client_storage\R2017_10_06\M171006_094235.lvm,930058,203888,188523,272690,1223
..\client_storage\R2017_10_06\M171006_094243.lvm,930429,201788,181162,270350,1236
..\client_storage\R2017_10_06\M171006_094247.lvm,924637,204536,185141,273662,1177
..\client_storage\R2017_10_06\M171006_094253.lvm,924050,202392,181764,270767,1305
..\client_storage\R2017_10_06\M171006_094304.lvm,926403,202768,194171,280015,1391
..\client_storage\R2017_10_06\M171006_094313.lvm,925964,200608,184017,273271,1368
..\client_storage\R2017_10_06\M171006_094320.lvm,926040,202164,185207,276018,1298
..\client_storage\R2017_10_06\M171006_094332.lvm,930057,201584,185385,271580,1203
..\client_storage\R2017_10_06\M171006_094335.lvm,930484,200408,180129,268257,1278
..\client_storage\R2017_10_06\M171006_094340.lvm,929259,202892,183340,272222,1304
..\client_storage\R2017_10_06\M171006_094344.lvm,930055,203112,185936,272459,1189
..\client_storage\R2017_10_06\M171006_094346.lvm,932841,204236,191567,272502,1223
..\client_storage\R2017_10_06\M171006_094348.lvm,930278,206972,196102,279338,1283
..\client_storage\R2017_10_06\M171006_094436.lvm,917708,203404,182474,270583,1253
..\client_storage\R2017_10_06\M171006_094515.lvm,924827,204916,184509,273902,1211
..\client_storage\R2017_10_06\M171006_094518.lvm,929998,205640,188934,279245,1204
..\client_storage\R2017_10_06\M171006_094521.lvm,934189,205260,191801,275577,1228
..\client_storage\R2017_10_06\M171006_094557.lvm,925380,203496,185457,270928,1145
..\client_storage\R2017_10_06\M171006_094607.lvm,920587,217436,220105,300782,1301
..\client_storage\R2017_10_06\M171006_094608.lvm,927247,203280,188868,278643,1202
..\client_storage\R2017_10_06\M171006_094613.lvm,922872,204864,182728,274308,1215
..\client_storage\R2017_10_06\M171006_094615.lvm,921214,204952,186789,273720,1229
..\client_storage\R2017_10_06\M171006_094620.lvm,925817,205408,188190,277343,1200
..\client_storage\R2017_10_06\M171006_094641.lvm,925299,204504,184923,274022,1192
..\client_storage\R2017_10_06\M171006_094659.lvm,928354,203792,190951,277409,1230
..\client_storage\R2017_10_06\M171006_094704.lvm,924476,203412,174733,269139,1077
..\client_storage\R2017_10_06\M171006_094709.lvm,927284,205848,189709,275191,1185
..\client_storage\R2017_10_06\M171006_094722.lvm,923970,200300,175905,267321,1074
..\client_storage\R2017_10_06\M171006_094725.lvm,923175,204664,188102,273252,1186
..\client_storage\R2017_10_06\M171006_094802.lvm,924438,204692,185051,272808,1232
..\client_storage\R2017_10_06\M171006_094807.lvm,926249,202844,185941,276494,1350
..\client_storage\R2017_10_06\M171006_094811.lvm,924199,202256,176493,271873,1278
..\client_storage\R2017_10_06\M171006_094818.lvm,924403,201060,179351,268232,1204
..\client_storage\R2017_10_06\M171006_094821.lvm,924447,202968,185106,272249,1320
..\client_storage\R2017_10_06\M171006_094824.lvm,928752,203868,192974,276618,1309
..\client_storage\R2017_10_06\M171006_094828.lvm,929193,201180,178938,269607,1312
..\client_storage\R2017_10_06\M171006_094832.lvm,928226,199736,179333,268921,1294
..\client_storage\R2017_10_06\M171006_094840.lvm,928816,203220,185553,274541,1330
..\client_storage\R2017_10_06\M171006_094843.lvm,929383,200780,177932,271502,1268
..\client_storage\R2017_10_06\M171006_094845.lvm,929227,204140,190065,276839,1335
..\client_storage\R2017_10_06\M171006_094849.lvm,928425,201568,182859,270912,1272
..\client_storage\R2017_10_06\M171006_094853.lvm,931331,200544,181805,267147,1237
..\client_storage\R2017_10_06\M171006_094856.lvm,928732,204716,184233,275049,1307
..\client_storage\R2017_10_06\M171006_094901.lvm,928518,202448,185953,273101,1278
..\client_storage\R2017_10_06\M171006_094903.lvm,926658,202800,186391,273536,1183
..\client_storage\R2017_10_06\M171006_094906.lvm,931340,212720,210306,290741,1339
..\client_storage\R2017_10_06\M171006_094931.lvm,930738,198400,183028,268340,1177
..\client_storage\R2017_10_06\M171006_094933.lvm,930230,201148,178321,267618,1168
..\client_storage\R2017_10_06\M171006_094938.lvm,929611,202044,178873,266970,1250
..\client_storage\R2017_10_06\M171006_094953.lvm,928896,199536,177561,263822,1062
..\client_storage\R2017_10_06\M171006_094957.lvm,929375,201368,184229,273764,1302
..\client_storage\R2017_10_06\M171006_094959.lvm,932754,198596,182710,267260,1338
..\client_storage\R2017_10_06\M171006_095009.lvm,926433,202788,187732,273429,1339
..\client_storage\R2017_10_06\M171006_095015.lvm,930417,204076,183943,274573,1313
..\client_storage\R2017_10_06\M171006_095020.lvm,925581,203996,175880,270285,1099
..\client_storage\R2017_10_06\M171006_095032.lvm,928643,199652,177409,269625,1123
..\client_storage\R2017_10_06\M171006_095038.lvm,932027,201360,177693,268889,1147
..\client_storage\R2017_10_06\M171006_095043.lvm,928167,203160,181392,271540,1269
..\client_storage\R2017_10_06\M171006_095058.lvm,925523,202120,186387,273382,1254
..\client_storage\R2017_10_06\M171006_095102.lvm,926679,202096,185750,274729,1344
..\client_storage\R2017_10_06\M171006_095104.lvm,928549,203740,187579,273476,1237
..\client_storage\R2017_10_06\M171006_095108.lvm,925508,200908,180769,272849,1234
..\client_storage\R2017_10_06\M171006_095129.lvm,921261,204456,188371,275892,1145
..\client_storage\R2017_10_06\M171006_095136.lvm,921151,199676,175728,267681,1114
..\client_storage\R2017_10_06\M171006_095151.lvm,917720,199292,176596,265736,1141
..\client_storage\R2017_10_06\M171006_095157.lvm,922712,200736,181971,268496,1150
..\client_storage\R2017_10_06\M171006_095210.lvm,923920,203040,190495,273860,1224
..\client_storage\R2017_10_06\M171006_095253.lvm,922739,202448,180893,270894,1257
..\client_storage\R2017_10_06\M171006_095302.lvm,922746,198976,175605,267144,1175
..\client_storage\R2017_10_06\M171006_095308.lvm,921133,200160,180018,267592,1241
..\client_storage\R2017_10_06\M171006_095310.lvm,922130,201320,180913,271268,1272
..\client_storage\R2017_10_06\M171006_095312.lvm,924817,202412,187811,272064,1287
..\client_storage\R2017_10_06\M171006_095321.lvm,925646,203192,188790,273777,1328
..\client_storage\R2017_10_06\M171006_095328.lvm,925303,203240,178808,269896,1166
..\client_storage\R2017_10_06\M171006_095341.lvm,925584,202300,184713,274016,1276
..\client_storage\R2017_10_06\M171006_095348.lvm,925700,200592,190078,274120,1266
..\client_storage\R2017_10_06\M171006_095351.lvm,929597,213732,213181,293225,1419
..\client_storage\R2017_10_06\M171006_095407.lvm,928817,199908,185241,269671,1220
..\client_storage\R2017_10_06\M171006_095417.lvm,927091,202844,180451,270301,1270
..\client_storage\R2017_10_06\M171006_095424.lvm,928198,201844,179584,268106,1142
..\client_storage\R2017_10_06\M171006_095425.lvm,928537,200320,185305,271113,1189
..\client_storage\R2017_10_06\M171006_095430.lvm,930565,202764,185191,271634,1188
..\client_storage\R2017_10_06\M171006_095440.lvm,929622,201524,180746,268270,1163
..\client_storage\R2017_10_06\M171006_095448.lvm,931161,201156,179035,264459,1129
..\client_storage\R2017_10_06\M171006_095512.lvm,928990,215964,213436,296125,1352
..\client_storage\R2017_10_06\M171006_095517.lvm,930555,217148,217906,299388,1451
..\client_storage\R2017_10_06\M171006_095530.lvm,926574,202596,180461,271410,1106
..\client_storage\R2017_10_06\M171006_095531.lvm,930527,208760,202305,288860,1166
..\client_storage\R2017_10_06\M171006_095536.lvm,920874,203412,184553,269309,976
..\client_storage\R2017_10_06\M171006_095538.lvm,919515,202000,176712,265517,957
..\client_storage\R2017_10_06\M171006_095609.lvm,924863,202956,185607,269747,1082
..\client_storage\R2017_10_06\M171006_095636.lvm,926607,201300,186108,268013,1231
..\client_storage\R2017_10_06\M171006_095640.lvm,926977,201896,183032,270158,1214
..\client_storage\R2017_10_06\M171006_095642.lvm,926683,203924,184717,271474,1203
..\client_storage\R2017_10_06\M171006_095656.lvm,922412,201112,168337,264389,1062
..\client_storage\R2017_10_06\M171006_095657.lvm,925809,205608,186297,272783,1175
..\client_storage\R2017_10_06\M171006_095702.lvm,925192,201860,178219,268920,1125
..\client_storage\R2017_10_06\M171006_095728.lvm,925967,203892,185672,273898,1229
..\client_storage\R2017_10_06\M171006_095739.lvm,926508,201076,180166,272884,1186
..\client_storage\R2017_10_06\M171006_095743.lvm,926095,205704,193184,277950,1301
..\client_storage\R2017_10_06\M171006_095748.lvm,922559,205464,186515,274342,1170
..\client_storage\R2017_10_06\M171006_095754.lvm,924421,211736,203036,284806,1146
..\client_storage\R2017_10_06\M171006_095757.lvm,927983,197780,177825,267025,1160
..\client_storage\R2017_10_06\M171006_095800.lvm,925631,200184,170347,264115,1129
..\client_storage\R2017_10_06\M171006_095806.lvm,932069,198200,185084,270279,1241
..\client_storage\R2017_10_06\M171006_095809.lvm,930869,202044,179417,271508,1301
..\client_storage\R2017_10_06\M171006_095814.lvm,935366,201608,182826,270261,1333
..\client_storage\R2017_10_06\M171006_095819.lvm,928930,204232,185913,272828,1183
..\client_storage\R2017_10_06\M171006_095834.lvm,926489,201472,184672,273040,1171
..\client_storage\R2017_10_06\M171006_095841.lvm,922633,204988,189774,274600,1211
..\client_storage\R2017_10_06\M171006_095854.lvm,923304,200744,178060,268613,1184
..\client_storage\R2017_10_06\M171006_095900.lvm,917877,211776,206922,290435,1297
..\client_storage\R2017_10_06\M171006_095903.lvm,917860,215216,216201,293269,1226
..\client_storage\R2017_10_06\M171006_095913.lvm,918159,212976,210400,290538,1190
..\client_storage\R2017_10_06\M171006_095915.lvm,916882,203508,185776,273136,1146
..\client_storage\R2017_10_06\M171006_095919.lvm,910582,202920,190594,277000,1166
..\client_storage\R2017_10_06\M171006_095921.lvm,913360,199788,180095,268434,1158
..\client_storage\R2017_10_06\M171006_095930.lvm,922920,203404,184491,269217,937
..\client_storage\R2017_10_06\M171006_095939.lvm,916306,207192,193108,276569,1057
..\client_storage\R2017_10_06\M171006_095950.lvm,927889,202484,182701,268889,1057
..\client_storage\R2017_10_06\M171006_100000.lvm,931991,204736,195234,274986,1316
..\client_storage\R2017_10_06\M171006_100005.lvm,933290,202752,189078,274900,1328
..\client_storage\R2017_10_06\M171006_100016.lvm,929686,205092,183920,273238,1219
..\client_storage\R2017_10_06\M171006_100041.lvm,926280,200092,180785,270311,1229
..\client_storage\R2017_10_06\M171006_100048.lvm,929656,201588,189039,273230,1249
..\client_storage\R2017_10_06\M171006_100051.lvm,928320,206288,187321,277323,1240
..\client_storage\R2017_10_06\M171006_100054.lvm,931521,203464,187174,274418,1311
..\client_storage\R2017_10_06\M171006_100116.lvm,927669,199576,172217,263127,1131
..\client_storage\R2017_10_06\M171006_100129.lvm,922133,204476,188776,273819,1182
..\client_storage\R2017_10_06\M171006_100133.lvm,926738,201268,185119,268227,1250
..\client_storage\R2017_10_06\M171006_100148.lvm,928074,203468,184611,273047,1312
..\client_storage\R2017_10_06\M171006_100224.lvm,927304,204020,182662,274304,1294
..\client_storage\R2017_10_06\M171006_100229.lvm,931823,200600,187931,272154,1250
..\client_storage\R2017_10_06\M171006_100233.lvm,931023,205404,188338,277708,1357
..\client_storage\R2017_10_06\M171006_100253.lvm,926471,203468,185828,274594,1344
..\client_storage\R2017_10_06\M171006_100320.lvm,927011,202976,187499,275992,1299
..\client_storage\R2017_10_06\M171006_100323.lvm,927202,202744,186783,276002,1377
..\client_storage\R2017_10_06\M171006_100328.lvm,926330,203496,186934,274494,1370
..\client_storage\R2017_10_06\M171006_100339.lvm,929228,205652,188323,272698,1237
..\client_storage\R2017_10_06\M171006_100341.lvm,926615,202616,183571,272736,1266
..\client_storage\R2017_10_06\M171006_100355.lvm,926031,202776,187743,273290,1316
..\client_storage\R2017_10_06\M171006_100357.lvm,929619,202436,184527,271622,1302
..\client_storage\R2017_10_06\M171006_100401.lvm,934181,203036,188299,275197,1306
..\client_storage\R2017_10_06\M171006_100424.lvm,930425,204104,188426,274723,1235
..\client_storage\R2017_10_06\M171006_100427.lvm,929935,204232,185046,274806,1194
..\client_storage\R2017_10_06\M171006_100432.lvm,928947,204044,186559,274827,1215
..\client_storage\R2017_10_06\M171006_100442.lvm,932958,200316,181606,266257,1308
..\client_storage\R2017_10_06\M171006_100446.lvm,931143,203032,175741,268884,1179
..\client_storage\R2017_10_06\M171006_100502.lvm,925754,201728,177596,271353,1148
..\client_storage\R2017_10_06\M171006_100536.lvm,925103,204088,180250,272244,1150
..\client_storage\R2017_10_06\M171006_100540.lvm,919813,212956,204923,288566,1232
..\client_storage\R2017_10_06\M171006_100545.lvm,926885,200376,187476,271689,1158
..\client_storage\R2017_10_06\M171006_100600.lvm,920506,212544,212063,291523,1180
..\client_storage\R2017_10_06\M171006_100609.lvm,919237,203384,181936,270867,1117
..\client_storage\R2017_10_06\M171006_100613.lvm,924616,201056,180530,269476,1102
..\client_storage\R2017_10_06\M171006_100625.lvm,925716,200452,177498,267774,1120
..\client_storage\R2017_10_06\M171006_100627.lvm,927940,199708,182647,269827,1130
..\client_storage\R2017_10_06\M171006_100644.lvm,925392,213404,208669,290520,1202
..\client_storage\R2017_10_06\M171006_100723.lvm,924821,202020,184088,271985,1096
..\client_storage\R2017_10_06\M171006_100725.lvm,924712,200816,176038,270070,1263
..\client_storage\R2017_10_06\M171006_100734.lvm,926137,202272,181348,274940,1205
..\client_storage\R2017_10_06\M171006_100737.lvm,928086,204160,187998,275956,1245
..\client_storage\R2017_10_06\M171006_100739.lvm,931974,201224,185781,272311,1288
..\client_storage\R2017_10_06\M171006_100743.lvm,931906,203124,183143,271347,1329
..\client_storage\R2017_10_06\M171006_100807.lvm,930714,203320,189531,271912,1244
..\client_storage\R2017_10_06\M171006_100817.lvm,929251,203952,188522,274903,1269
..\client_storage\R2017_10_06\M171006_100833.lvm,926448,199512,174887,264764,1067
..\client_storage\R2017_10_06\M171006_100838.lvm,923841,201844,177046,268857,1148
..\client_storage\R2017_10_06\M171006_100920.lvm,927235,202784,187604,273533,1274
..\client_storage\R2017_10_06\M171006_100922.lvm,929949,203212,187545,271450,1294
..\client_storage\R2017_10_06\M171006_100924.lvm,933319,202308,184600,267202,1299
..\client_storage\R2017_10_06\M171006_100930.lvm,929833,203472,180668,270868,1140
..\client_storage\R2017_10_06\M171006_100932.lvm,926967,203616,187543,275308,1202
..\client_storage\R2017_10_06\M171006_100940.lvm,930210,202292,181968,270891,1186
..\client_storage\R2017_10_06\M171006_100946.lvm,930471,208548,193100,280869,1208
..\client_storage\R2017_10_06\M171006_100953.lvm,928853,204168,186564,274787,1217
..\client_storage\R2017_10_06\M171006_100959.lvm,925959,201976,179231,273357,1201
..\client_storage\R2017_10_06\M171006_101011.lvm,924649,209572,205533,285764,1181
..\client_storage\R2017_10_06\M171006_101025.lvm,929670,202260,184495,273862,1151
..\client_storage\R2017_10_06\M171006_101104.lvm,927367,202152,181085,270277,1264
..\client_storage\R2017_10_06\M171006_101110.lvm,928107,202580,184036,275468,1321
..\client_storage\R2017_10_06\M171006_101112.lvm,931623,203616,189010,274723,1295
..\client_storage\R2017_10_06\M171006_101115.lvm,931314,201176,184175,267947,1333
..\client_storage\R2017_10_06\M171006_101118.lvm,930982,203356,179295,271162,1325
..\client_storage\R2017_10_06\M171006_101120.lvm,931350,200612,184089,270979,1337
..\client_storage\R2017_10_06\M171006_101125.lvm,931928,200016,183295,269670,1300
..\client_storage\R2017_10_06\M171006_101127.lvm,928326,204224,191123,277431,1290
..\client_storage\R2017_10_06\M171006_101137.lvm,922278,209448,195986,282345,1234
..\client_storage\R2017_10_06\M171006_101140.lvm,930893,202436,187875,268329,1309
..\client_storage\R2017_10_06\M171006_101153.lvm,933009,200244,180821,265889,1337
..\client_storage\R2017_10_06\M171006_101217.lvm,928015,202836,181434,270352,1274
..\client_storage\R2017_10_06\M171006_101235.lvm,929147,201176,178957,272420,1140
..\client_storage\R2017_10_06\M171006_101237.lvm,930321,205200,186736,277622,1149
..\client_storage\R2017_10_06\M171006_101244.lvm,926375,204600,181890,274124,1169
..\client_storage\R2017_10_06\M171006_101246.lvm,927187,204560,187759,277701,1313
..\client_storage\R2017_10_06\M171006_101254.lvm,928230,200940,180487,267524,1146
